baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000187634 299.452022930528 -0.454699441216712 0.255603495461268 -1.77892497282226 0.0162612882300792 0.398790794599895
ENSG00000188976 975.300401536115 0.0188016818458996 0.174878364589507 0.107512909844696 0.884529278301353 0.990911516571157
ENSG00000187961 90.2265037817589 0.0220387231204747 0.341778574401698 0.0644824596130832 0.930588969501923 0.990911516571157
ENSG00000187583 0.542563624186281 0.422098797581249 3.438419346669 0.122759545891388 0.868294371890731 0.990911516571157
ENSG00000187642 0.934757638183006 0.1577483052548 2.81384080159466 0.0560615601157681 0.939634885770348 0.990911516571157
ENSG00000188290 266.985340656579 -0.595620727533939 0.281990002111144 -2.11220512456034 0.00432817251147322 0.243354138587162
ENSG00000187608 20.7290058473593 0.514027965746057 0.573874992141868 0.895714176056977 0.226300481756234 0.846881794754153
ENSG00000188157 3190.85351051818 -0.142973478904247 0.318637163392468 -0.448703087179276 0.544438618143552 0.984526885663788
ENSG00000131591 47.5420190053631 -0.0619843217740322 0.408777758300296 -0.151633303220224 0.837706141195991 0.990911516571157
ENSG00000162571 0.110898554568594 1.30361424879667 7.25748967754877 0.179623300440844 0.808286021162369 0.990911516571157
ENSG00000186891 1.84888656158131 -0.997616493760689 2.04435703234533 -0.48798545360553 0.509781568820318 0.974383940476077
ENSG00000186827 0.102301672646883 1.30359109112599 7.2574896653437 0.179620109877795 0.80828936018391 0.990911516571157
ENSG00000078808 1222.67008098965 -0.0109971670659557 0.18417157767738 -0.0597115320650607 0.935712979799808 0.990911516571157
ENSG00000176022 269.731643467234 -0.688763885803382 0.358025039713931 -1.92378691265202 0.00935831442656898 0.331896220489971
ENSG00000184163 2.26495351678755 1.12495126260449 1.65608536972787 0.679283377033481 0.358835719267212 0.926625839669019
ENSG00000160087 522.414781221967 0.0453009430190174 0.203374718409221 0.222746186809046 0.763499298986847 0.990911516571157
ENSG00000162572 23.3738120258437 0.451766511835718 0.86614702584306 0.521581785027771 0.481083934747972 0.963592268625915
ENSG00000131584 1152.77971398219 0.0360973416782486 0.199208048125904 0.181204233553025 0.80663195714123 0.990911516571157
ENSG00000169972 89.2986356234972 -0.0472643153868092 0.30140887182682 -0.156811294572529 0.832245141408841 0.990911516571157
ENSG00000127054 933.357146057645 0.000286073161132554 0.13731541388599 0.00208332883422741 0.997754603495393 0.999314322807489
ENSG00000224051 114.600332058871 -0.564118220725445 0.273136166743269 -2.06533696160304 0.00527264055146737 0.264791205162874
ENSG00000169962 4.45251785931067 0.400804615200641 1.18042099185679 0.339543788161695 0.646477848010164 0.990911516571157
ENSG00000107404 318.521926860846 0.0167133687578692 0.314297143720729 0.0531769667392203 0.942735430957514 0.990911516571157
ENSG00000162576 103.741954402904 -0.125058913724008 0.407890077064843 -0.306599549133252 0.678757569931718 0.990911516571157
ENSG00000175756 789.935080336189 -0.203296904529688 0.203755767344997 -0.997747976308656 0.177731571278616 0.797888421986424
ENSG00000221978 651.629035734766 0.0468720698420104 0.180327403809101 0.259927603081506 0.725502834530553 0.990911516571157
ENSG00000242485 731.259453750951 -0.0811550418794344 0.125310817602003 -0.647629976664819 0.381667502800726 0.933712048904116
ENSG00000235098 36.6545859514915 -0.94212257654522 0.478640736608616 -1.96832928016236 0.00784083687195958 0.301251486651414
ENSG00000205116 0.259749255970481 2.17937402164833 6.38633333898728 0.341255914147745 0.64481765104906 0.990911516571157
ENSG00000179403 170.986479798929 -0.451100265265167 0.273429284273754 -1.64978768262997 0.0258433812830889 0.47301966646375
ENSG00000215915 2.43742565509323 1.43223928117416 1.53808876050984 0.93118116323755 0.208444901488427 0.832242924745376
ENSG00000160072 55.124592760163 1.15113553709867 0.454664893995593 2.53183290001236 0.000626126846666963 0.0986925752669413
ENSG00000197785 120.501615743935 -0.16881475763321 0.261468326977578 -0.645641327133615 0.383131080984751 0.934137907405346
ENSG00000205090 209.227589116507 -0.0860012137942456 0.281727500771583 -0.305263822518956 0.680079378697905 0.990911516571157
ENSG00000160075 1017.70853547005 -0.0197875530245991 0.192444254612177 -0.102822259175656 0.88953406755049 0.990911516571157
ENSG00000228594 58.4767562109729 -1.68896220639053 1.0077403771755 -1.67598941616725 0.0235771357095131 0.459629531453321
ENSG00000197530 299.437582234162 -0.0430628369891477 0.442721054084706 -0.0972685545262287 0.895465392069516 0.990911516571157
ENSG00000189409 1.50206364072723 0.965361841185166 2.54871136137948 0.378764679207405 0.608902398034313 0.990911516571157
ENSG00000248333 204.124078407976 0.143446112001173 0.177371637107485 0.808731961549447 0.274636718429788 0.879009087345046
ENSG00000189339 501.491449280321 -0.00778971538932718 0.160716149500356 -0.0484687781131164 0.947797936035757 0.990911516571157
ENSG00000008128 71.2358970519062 0.0674334798416044 0.341443989314129 0.197494997575035 0.789639234775166 0.990911516571157
ENSG00000215790 58.3583463074286 0.478939387105153 0.422165423932625 1.13448274054199 0.125405067294421 0.7405444287684
ENSG00000008130 320.965722615943 0.15853476694589 0.167239531993447 0.947950314475302 0.200367560818468 0.822356900021323
