baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000132906 148.76831381526 0.170780555785013 0.23126341479932 0.738467673035134 0.499861585315907 0.990277376472109
ENSG00000116138 458.368635658759 -0.0661474100120735 0.182386755881281 -0.362676608246325 0.740370531197347 0.997583225344129
ENSG00000197312 245.233884447055 0.273775762384037 0.181974887421992 1.50447001925691 0.169264049053622 0.927069208415303
ENSG00000215695 203.9533374827 1.06810638447685 0.892516259067293 1.19673605228554 0.274214470108407 0.969274470028187
ENSG00000116786 946.157926222292 -0.202288413306307 0.211819222005247 -0.955004986758454 0.382909061668614 0.981853908582128
ENSG00000065526 2835.31607166694 0.41696893032482 0.171841318518112 2.42647655360531 0.0266250140042976 0.669544768412642
ENSG00000116809 452.335164375982 -0.161184823593614 0.220758409165074 -0.730141262583056 0.504708226008167 0.991591863633214
ENSG00000037637 756.586738835459 0.183518128046584 0.137951756247432 1.33030657266461 0.224195871438924 0.947736216874614
ENSG00000055070 247.534957605175 -0.61102941381174 0.232599849706266 -2.62695532513614 0.0163887541214467 0.583689585924183
ENSG00000157191 151.039935309601 -0.0955189696788195 0.25502821369136 -0.374542754686815 0.732197137061145 0.997174124122058
ENSG00000058453 201.703878279993 -0.570468456155539 0.320465471767258 -1.7801245575993 0.103858931267425 0.873223014684771
ENSG00000117122 324.539089664776 0.391670215933958 0.200358591944724 1.95484611931199 0.074089134216915 0.850383374513504
ENSG00000159363 2188.92627657782 -0.124399224238081 0.258393273417422 -0.481433678953091 0.660034046901991 0.997174124122058
ENSG00000117118 857.652842368759 -0.175819033008034 0.127758356990494 -1.37618420547719 0.208622246204472 0.947046899654676
ENSG00000179051 670.726579349399 -0.00737283788085003 0.132789413719609 -0.0555227835888947 0.959541559639449 0.997583225344129
ENSG00000074964 749.85905239099 -0.281925551338302 0.224861968283281 -1.25377160704709 0.251993992917804 0.955567518880694
ENSG00000117154 193.688021934356 0.00622435346171689 0.301758291567228 0.0206269508930136 0.984963960029381 0.997583225344129
ENSG00000255275 222.574224086265 -0.00418523211876785 0.210819533317988 -0.0198522027484763 0.98552865045626 0.997583225344129
ENSG00000159423 288.328422553311 -0.14030499073129 0.231739517591386 -0.605442663338422 0.580148328912481 0.997174124122058
ENSG00000169991 304.6397564787 0.162752211369162 0.219616406685719 0.741074921611242 0.49834905108842 0.990202604926755
ENSG00000127481 4864.48240379863 0.149584233253834 0.146568678991607 1.02057434291537 0.351100492874517 0.978291052416341
ENSG00000127463 2248.9691407197 0.0202514886677932 0.0958727041587418 0.211233101699746 0.846962883403455 0.997583225344129
ENSG00000053372 384.340479903242 -0.374388689501928 0.176893786996951 -2.11646036787251 0.0531472159932715 0.80359353260168
ENSG00000053371 341.418247335287 0.0686602457085725 0.216581514116863 0.31701803354983 0.772086808809398 0.997583225344129
ENSG00000040487 148.942257941412 0.186138102727452 0.24950883828291 0.746018072980628 0.495488093186384 0.990202604926755
ENSG00000077549 2563.57898554736 0.122383753376032 0.113943970573293 1.07406958665979 0.326428444261659 0.978291052416341
ENSG00000173436 224.945594542567 -0.653865341945566 0.229509467269107 -2.84896893241832 0.00924157855521535 0.50983665679106
ENSG00000158747 314.340085691534 -0.477665237574814 0.225197034190306 -2.12109914898416 0.0526279700774492 0.798526688403319
ENSG00000270136 221.716501554121 -0.587008052709086 0.220578876922398 -2.66121607335774 0.0150387846695794 0.579372983785792
ENSG00000162545 447.804251945617 -0.660736446237261 0.248964536949268 -2.65393800391701 0.0153170736171648 0.579372983785792
ENSG00000090432 467.99397041223 -0.135195798733192 0.153466865210093 -0.880944551438586 0.420887304063412 0.981853908582128
ENSG00000158828 1489.0194227391 0.000917460138084522 0.161674947314935 0.00567472050136101 0.995863179521523 0.999341966696823
ENSG00000244038 3506.63688596918 -0.0253546810982298 0.119532162476454 -0.21211597425274 0.846331198919175 0.997583225344129
ENSG00000127483 3701.67185681171 -0.0150765599342152 0.121127429513652 -0.124468586469226 0.909458306786505 0.997583225344129
ENSG00000075151 3288.83859902054 0.200689176342274 0.109563944599566 1.83170820542973 0.0942177975259966 0.867402403794276
ENSG00000117298 625.419449441032 -0.0280278856819485 0.156229195923982 -0.179402355085962 0.86979998245009 0.997583225344129
ENSG00000076864 387.487891933285 -0.157347667194426 0.168502222128632 -0.933801733927936 0.393561570173328 0.981853908582128
ENSG00000090686 1292.78132471871 0.0650685435969583 0.109844862732087 0.592367653603076 0.588354595290326 0.997174124122058
ENSG00000142798 683.215985946259 -0.0223561295834468 0.262527426817216 -0.0851573104360339 0.937983381087004 0.997583225344129
ENSG00000070831 1172.18841244014 0.0718156461031832 0.169066173295196 0.424778326163392 0.697940187288103 0.997174124122058
ENSG00000184677 403.260807570027 0.0692400226039812 0.185198697507437 0.373868842145613 0.732660524913134 0.997174124122058
ENSG00000133216 2489.34243152176 -0.0983972573105654 0.158795439733087 -0.619647878276336 0.571293997470939 0.99712576292629
ENSG00000004487 4955.06104927286 0.0811976950864423 0.109369442607628 0.742416649024588 0.497571629041219 0.990202604926755
ENSG00000169641 404.051855585616 0.432100695118653 0.174537892185346 2.47568416066234 0.0237016768964178 0.648018919290187
ENSG00000125944 4209.32598067819 0.0437680848990491 0.12745615289599 0.343397191148282 0.753712520763949 0.997583225344129
ENSG00000125945 872.757266020472 0.0838385663889527 0.163047565216783 0.514196984649746 0.638497453699262 0.997174124122058
ENSG00000088280 334.937507368762 -0.191187972568234 0.166366108122174 -1.14920024713105 0.293728678749832 0.975845786325021
ENSG00000117318 403.43399077424 -0.353522029492574 0.259123740575342 -1.36429810988232 0.212579754450534 0.947736216874614
ENSG00000142676 7342.12512537849 0.29340911942109 0.138308968023298 2.12140343185602 0.0525940586363669 0.798526688403319
ENSG00000011007 926.253561914285 0.173263171552253 0.161153916774399 1.07514092750725 0.325946133287861 0.978291052416341
ENSG00000057757 709.549682802164 -0.0758617399788212 0.146028842223856 -0.519498332134473 0.63504054791027 0.997174124122058
ENSG00000011009 216.054124626502 0.0124142453323439 0.241082083776186 0.051493852790276 0.962475117851227 0.997583225344129
ENSG00000117308 388.466817341424 -0.177136507639893 0.179795027899168 -0.985213605235143 0.368040874174553 0.9805381112647
ENSG00000117305 198.074392967825 0.116161630861148 0.209858165915821 0.553524473799812 0.613044411278574 0.997174124122058
ENSG00000179163 518.488270667745 0.0765763367782222 0.157458967927394 0.486325661765624 0.656799848635373 0.997174124122058
ENSG00000188529 643.130121384809 0.116815353497211 0.215911090067578 0.541034522407574 0.621079496741673 0.997174124122058
ENSG00000001461 172.603884037952 -0.0451152259321 0.226382241285006 -0.199287831395316 0.855519082172713 0.997583225344129
ENSG00000117602 233.464336110595 0.281081359560748 0.18551472374305 1.51514313198161 0.166259272142655 0.925393114427422
ENSG00000133226 1193.02173118803 0.0840975029696281 0.136359087196323 0.616735596422326 0.573104018761683 0.99712576292629
ENSG00000169504 426.885063005036 -0.136512120754532 0.179782165342088 -0.75931959376937 0.487833299067984 0.989692140700127
ENSG00000117614 543.317785499116 -0.392795739121598 0.17201581197611 -2.28348623658011 0.0369489678406971 0.723340950498533
ENSG00000117616 135.190710271115 -0.406392016881787 0.372149407346319 -1.09201307017964 0.318411540360299 0.978291052416341
ENSG00000183726 942.015395630242 0.187730136429872 0.130658079682474 1.43680464986241 0.189267426597339 0.942693057848322
ENSG00000204178 2001.62425735915 0.0572626318883578 0.131085334264769 0.436834770338973 0.689806281824662 0.997174124122058
ENSG00000117643 315.377509645218 -0.118385110418706 0.182151779286547 -0.649925632801374 0.55263897885969 0.995605599443451
ENSG00000162430 1675.4506835283 0.144939543449019 0.164499199827402 0.881095735426645 0.42080759092245 0.981853908582128
ENSG00000255054 250.711091283183 0.507136571817895 0.221576671600146 2.28876337998734 0.0365147091610041 0.723340950498533
ENSG00000117640 719.297952583551 0.0737758092597388 0.124551330981562 0.592332564239398 0.588376690410584 0.997174124122058
ENSG00000182749 161.122697767923 0.0487452299947172 0.260598931147808 0.187050767169377 0.864301928192038 0.997583225344129
ENSG00000117632 33654.5525129338 -0.062361343677919 0.160487653152651 -0.388574089363763 0.722571484077936 0.997174124122058
ENSG00000175087 518.23386127783 0.032838474885747 0.184076125131446 0.178396165511945 0.870523755573827 0.997583225344129
ENSG00000130695 410.685881837534 0.115685327136265 0.160499580335178 0.720782739086756 0.51018506509038 0.991591863633214
ENSG00000142669 595.388635797605 0.00256762992368005 0.166020262714598 0.0154657623213982 0.988725922296503 0.998908579393674
ENSG00000117682 398.793989166461 -0.326774976651571 0.173810876183779 -1.88006057978821 0.0858451343251543 0.865543239276108
ENSG00000198830 197.368104761478 -1.28527288547898 0.325590269216252 -3.94751627121055 0.000310135772801701 0.0960257886537266
ENSG00000117676 207.263292963783 -0.146274001388872 0.203662553384687 -0.718217458035023 0.511691741064 0.991591863633214
ENSG00000117713 4882.71131980978 0.115906947602677 0.119832984689085 0.967237425516902 0.376844643697881 0.981853908582128
ENSG00000204160 385.520818121108 0.170409309006048 0.193475755342503 0.880778621095848 0.420974802556578 0.981853908582128
ENSG00000142751 192.959956836358 -0.0153140508413539 0.197854704175987 -0.0774004889352159 0.943622477645007 0.997583225344129
ENSG00000198746 209.511386067599 -0.461619245911408 0.24073742302331 -1.91752175508961 0.0797805498671198 0.858161823130527
ENSG00000090273 1110.97469867778 -0.219601901358111 0.142858436126079 -1.5371993934212 0.160177187085453 0.925393114427422
ENSG00000090020 317.54243296256 0.160100662171665 0.188294546885946 0.850267120420867 0.437244847700786 0.982586062830434
ENSG00000142784 909.343281903941 0.0510629808677432 0.18067525712974 0.282622987114808 0.796236348703176 0.997583225344129
ENSG00000186501 458.546498579496 -0.126008215431846 0.172950799161836 -0.728578393638621 0.50562069479859 0.991591863633214
ENSG00000158195 190.612839917941 -0.165246893199331 0.234920817948199 -0.703415281125783 0.520430707779268 0.991591863633214
ENSG00000126705 1234.18500696139 -0.0198906742774931 0.230288414493447 -0.086372882983478 0.937099952075461 0.997583225344129
ENSG00000117758 1463.42293813687 -0.0887238956652037 0.130777732529094 -0.678432741946073 0.535352527652817 0.991823643228143
ENSG00000117751 798.785674485605 0.0709914329837779 0.132468740682072 0.535910831629019 0.624388882739361 0.997174124122058
ENSG00000117748 328.070906483816 0.0761814132837612 0.212818341247042 0.357964510189134 0.743624428963027 0.997583225344129
ENSG00000158161 301.630206733814 0.0659027435345577 0.207269232824658 0.317957193339491 0.771430373332697 0.997583225344129
ENSG00000126698 760.21577383343 -0.156226676958031 0.165489648991578 -0.944026879687092 0.388402230626429 0.981853908582128
ENSG00000130770 1306.14008318756 -0.308438039926193 0.152247376224039 -2.02590052831067 0.0641721394881034 0.830049031394424
ENSG00000130766 225.294410375309 -0.0162239955343411 0.217652012648633 -0.074540985571001 0.94570202316997 0.997583225344129
ENSG00000130772 154.519478398875 -0.0240703368008222 0.239477990562625 -0.100511686874739 0.926830410008935 0.997583225344129
ENSG00000204138 772.656536936122 -0.135358967795411 0.142047904159748 -0.952910700063449 0.383953299508472 0.981853908582128
ENSG00000180198 273.061635429311 -0.193535567919948 0.240791141463738 -0.803748704140321 0.462734143852243 0.986608542562518
ENSG00000180098 334.612889156026 -0.193675036374124 0.175626901183015 -1.10276407013697 0.31367044996401 0.978291052416341
ENSG00000120656 181.735419158848 -0.27613930896773 0.238039728691 -1.16005555243338 0.289192340988008 0.973804837744813
ENSG00000162419 313.292167452303 -0.0298242942215262 0.183795917207322 -0.162268534985379 0.882139089816061 0.997583225344129
ENSG00000198492 1148.71425882639 -0.215118614430104 0.110282645486184 -1.95061166225881 0.0747176529722573 0.850383374513504
ENSG00000159023 2704.95419075042 0.142490508142094 0.107328151376176 1.32761541417663 0.225134553038151 0.947736216874614
ENSG00000116350 1074.15639385376 -0.177818470496537 0.1369186174272 -1.29871652108292 0.235391792947461 0.955540789458125
ENSG00000116353 228.499543178551 0.257298183974224 0.211368743250111 1.21729532956425 0.266055307587571 0.961028941671171
ENSG00000060656 620.779389200453 -0.0678614270203811 0.18862194249718 -0.359774828537755 0.742373784283197 0.997583225344129
ENSG00000162512 2104.73387854153 -0.29599350974334 0.209286872379151 -1.41429563344569 0.196293509318826 0.942693057848322
ENSG00000134644 2930.04293392628 0.151837745445102 0.109116514060006 1.39151939331202 0.203595606256632 0.947046899654676
ENSG00000084628 704.004973869138 -0.0403762193278615 0.184129810257782 -0.219281273745596 0.841208202356802 0.997583225344129
ENSG00000060688 625.781140882762 -0.147769780503066 0.149348737322756 -0.989427718988497 0.36599570433645 0.979584364913055
ENSG00000121766 551.717611262331 0.111167460768182 0.167988116178522 0.661757886790296 0.545430867045659 0.992579815387314
ENSG00000121769 304.903534383378 0.0948817711786699 0.215267257751832 0.440762669481548 0.687163982304493 0.997174124122058
ENSG00000168528 339.498984796784 0.00641123418056015 0.268575224931218 0.0238712792000902 0.982599352602953 0.997583225344129
ENSG00000162517 470.1894954743 -0.0493249098981989 0.150835405717839 -0.32701148422983 0.765110240229384 0.997583225344129
ENSG00000084636 228.861121826455 -0.137534131317991 0.307530184695902 -0.447221567710467 0.682827388254838 0.997174124122058
ENSG00000121753 1211.65511399933 0.0846790654057405 0.362859104379628 0.233366241562312 0.831157599409765 0.997583225344129
ENSG00000184007 351.760794636125 -0.134628751286916 0.213276801980169 -0.631239544277462 0.564116715120223 0.996830843906045
ENSG00000121774 5357.08340017069 0.053951836188668 0.128525786617802 0.419774409544016 0.701326371350999 0.997174124122058
ENSG00000121775 456.740383023186 -0.348294525462834 0.184730882459062 -1.88541580501581 0.0849560161012226 0.865543239276108
ENSG00000025800 794.736897313516 0.114607165403001 0.142199396121642 0.805960985270023 0.461503477784386 0.986608542562518
ENSG00000084652 790.560983563177 -0.236952041955649 0.166126516895282 -1.42633485842006 0.192512115213331 0.942693057848322
ENSG00000160050 566.179504896558 -0.378203481885394 0.165145117015178 -2.29012815347507 0.036403111666989 0.723340950498533
ENSG00000084623 2292.78339975464 0.0636209364267257 0.147375594103498 0.431692484863174 0.693271219906304 0.997174124122058
ENSG00000116478 467.694776491018 -0.406375438460452 0.170080817685571 -2.38930788310132 0.029034898216814 0.685154501151611
ENSG00000175130 10699.7804324126 -0.380741610573955 0.183853618077679 -2.07089539251324 0.0584787267306142 0.820690119613208
ENSG00000160058 921.669998971698 -0.0870069990385398 0.129885989234152 -0.669872089757795 0.540514873626613 0.992579815387314
ENSG00000273274 142.641376008471 0.182494456493485 0.251828107770418 0.724678663192984 0.507901303603501 0.991591863633214
ENSG00000160062 364.674363946413 -0.0451644986591153 0.185523574214786 -0.243443448361053 0.823983620150904 0.997583225344129
ENSG00000176261 173.936687213906 -0.649613010813415 0.264591722272596 -2.45515243346937 0.0248857354478489 0.657773738852395
ENSG00000162521 1421.3900030667 -0.013737214304485 0.115108897793243 -0.119341028954683 0.913173150095816 0.997583225344129
ENSG00000162522 722.237335024414 0.144490442182031 0.21516579004964 0.671530739848077 0.539512713829594 0.992579815387314
ENSG00000134684 1714.50621781856 0.108884940850945 0.144989708144315 0.750983930132245 0.492622848083298 0.990202604926755
ENSG00000116497 289.588388877284 0.204454943101201 0.189003983312392 1.08174938706594 0.322981294661676 0.978291052416341
ENSG00000160097 667.230680396122 -0.0548104888540437 0.143384482970912 -0.382262346094751 0.726896084691191 0.997174124122058
ENSG00000121905 508.935377306094 -0.0999274057962474 0.15011833712585 -0.665657558626394 0.543065482137399 0.992579815387314
ENSG00000116514 780.257214474489 0.0500094114891572 0.169566494115716 0.294925077916806 0.787575012823637 0.997583225344129
ENSG00000004455 149.06801402704 -0.0528704446884103 0.246983990086577 -0.214064258456094 0.844937575406263 0.997583225344129
ENSG00000116525 316.569391066647 0.0367747089881473 0.195017900567751 0.188570940826898 0.86320992617057 0.997583225344129
ENSG00000160094 824.983237838131 0.0728682588119366 0.18324500157131 0.397654823799273 0.716365209623366 0.997174124122058
ENSG00000134686 1696.96207425966 -0.0894201688003854 0.119567786790065 -0.74786170423467 0.494423300719044 0.990202604926755
ENSG00000121903 137.916959201148 0.370046330632624 0.260348085084647 1.42135222739323 0.194070561599656 0.942693057848322
ENSG00000121904 536.868999110485 0.0899161868574045 0.21204225582488 0.424048435570614 0.698433736648413 0.997174124122058
ENSG00000163866 179.509480355905 0.545989663993605 0.256730523160967 2.12670335132405 0.0520063218825744 0.798526688403319
ENSG00000116544 361.43417760148 -0.155277116619608 0.293626919472121 -0.528824526370957 0.628978422437647 0.997174124122058
ENSG00000271741 235.580850983004 0.477133872181292 0.211638423456868 2.25447659450427 0.0394155054538188 0.73132739332666
ENSG00000163867 332.140116405302 0.283316486737675 0.186488432211496 1.51921748377598 0.165122869092737 0.925393114427422
ENSG00000197056 210.385678503154 0.197100906572053 0.250130130264793 0.787993459098263 0.471551331442247 0.987601555706419
ENSG00000116560 5805.37522067278 -0.0374843384832732 0.134365920969313 -0.278972065333695 0.798811685050778 0.997583225344129
ENSG00000146463 2004.79743430386 0.163678611081169 0.145628360907366 1.12394735518094 0.304465439965443 0.978291052416341
ENSG00000142687 1352.30274726142 0.0732574307917602 0.152084339445432 0.481689508984881 0.659864753822376 0.997174124122058
ENSG00000020129 1674.36766910181 -0.172493658968643 0.20296402532294 -0.84987306836364 0.437457313782189 0.982605934141645
ENSG00000126067 1987.2779867228 0.0993905827041271 0.123025817245353 0.80788394606565 0.460435244109601 0.986608542562518
ENSG00000142686 563.981628127104 -0.18702747013322 0.186687589754792 -1.00182058367605 0.360022466189234 0.979435089237486
ENSG00000092853 193.897259831647 -0.026001652315658 0.262754319421982 -0.098958039482881 0.927958317503679 0.997583225344129
ENSG00000134698 803.203339928131 0.462096453839213 0.161289239023986 2.86501726113602 0.00885379591956403 0.505614685858935
ENSG00000092847 433.130386037073 -0.0198088288620998 0.187036432035424 -0.10590893253539 0.92291330733977 0.997583225344129
ENSG00000126070 205.714017264486 -0.022538954446431 0.238552225216112 -0.0944822645272421 0.931208414760741 0.997583225344129
