baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000187634 299.452022930528 -0.434201349302349 0.266331487265753 -1.63030422636093 0.155241553845305 0.955695897501066
ENSG00000188976 975.300401536115 -0.1492420340342 0.186328950964679 -0.800959986419341 0.485016469155858 0.985518127187361
ENSG00000187961 90.2265037817589 -0.236432517115242 0.358269265395201 -0.659929667297686 0.565081459456702 0.985518127187361
ENSG00000188290 266.985340656579 -0.654525198900263 0.296503434060737 -2.20747931967016 0.0543012515371266 0.85408191401171
ENSG00000187608 20.7290058473593 -0.623021259292938 0.642260900579587 -0.970043885173008 0.397742348621593 0.980086726348732
ENSG00000188157 3190.85351051818 -0.538966344597826 0.338019282282978 -1.59448402161455 0.164519289626282 0.955695897501066
ENSG00000131591 47.5420190053631 0.296769151946851 0.419445368355311 0.707527545507328 0.537363390426308 0.985518127187361
ENSG00000078808 1222.67008098965 -0.146977799127642 0.196828162000117 -0.74673155321927 0.515058090515022 0.985518127187361
ENSG00000176022 269.731643467234 -1.34685400138447 0.344265039134378 -3.91225901058966 0.000648176722734206 0.17961566238531
ENSG00000160087 522.414781221967 0.104958455844603 0.218103468637033 0.481232400844 0.674831423490318 0.991036358484047
ENSG00000162572 23.3738120258437 1.00964731592085 0.856748422365259 1.17846416703456 0.304252958038002 0.969351656500712
ENSG00000131584 1152.77971398219 -0.471866166085565 0.211865073154915 -2.22720129872722 0.0521832671377516 0.843398421416216
ENSG00000169972 89.2986356234972 -0.285803146163596 0.320194642780822 -0.892591904978351 0.436486803811024 0.985518127187361
ENSG00000127054 933.357146057645 -0.213986729349216 0.146396884232083 -1.46168909585523 0.202569779698709 0.961292152291226
ENSG00000224051 114.600332058871 -0.518572615355059 0.290460685427378 -1.78534528551443 0.11960832733659 0.938061153745778
ENSG00000169962 4.45251785931067 -1.12067316112579 1.51977281937549 -0.737395186200464 0.520326100535933 0.985518127187361
ENSG00000107404 318.521926860846 -0.251227985515952 0.333657367507665 -0.752952009999242 0.511563661455458 0.985518127187361
ENSG00000162576 103.741954402904 -0.167752474681343 0.430678253277569 -0.389507650791988 0.73418557251191 0.995420829296897
ENSG00000175756 789.935080336189 -0.387440707468989 0.217162283085677 -1.78410680696395 0.119865113290188 0.938061153745778
ENSG00000221978 651.629035734766 0.0185535472792321 0.193863493452247 0.095704183128229 0.933507623281385 0.999259918837096
ENSG00000242485 731.259453750951 -0.370626838016968 0.138894849118687 -2.66839872298118 0.0200055513198136 0.741200159880552
ENSG00000235098 36.6545859514915 -0.3267319786338 0.512539716512134 -0.637476410330173 0.578391271350933 0.985518127187361
ENSG00000179403 170.986479798929 -0.534793923884462 0.276350227315422 -1.93520348826801 0.0915913646845876 0.924804280853164
ENSG00000160072 55.124592760163 0.505103928983976 0.507203739108646 0.995860026331114 0.385303441855571 0.979857800395035
ENSG00000197785 120.501615743935 -0.578793719323984 0.282797477865555 -2.04667214040413 0.0743850085636495 0.907811657342822
ENSG00000205090 209.227589116507 -0.566987895501097 0.294908113109181 -1.92259171686873 0.0937249296420408 0.924804280853164
ENSG00000160075 1017.70853547005 -0.0222549353045948 0.205372823535341 -0.108363584438742 0.924736859357631 0.999259918837096
ENSG00000228594 58.4767562109729 -1.20642493859838 1.00441606820734 -1.20112070762825 0.295050136362782 0.965545197507145
ENSG00000197530 299.437582234162 -0.455943282024453 0.468240432636396 -0.97373752936562 0.395947958900424 0.980086726348732
ENSG00000248333 204.124078407976 0.0526782017215642 0.197071650188099 0.26730481868541 0.815738340956367 0.999259918837096
ENSG00000189339 501.491449280321 0.107834217025075 0.173323304645947 0.622156479449497 0.587556362767351 0.985518127187361
ENSG00000008128 71.2358970519062 0.213579602261866 0.369718486569885 0.57768169572309 0.614536478340405 0.985518127187361
ENSG00000215790 58.3583463074286 0.0032435488571431 0.459708998939385 0.0070556566537232 0.995092285892575 0.999548225950411
ENSG00000008130 320.965722615943 -0.0365543596269633 0.184670918369969 -0.19794323843525 0.86299572351574 0.999259918837096
ENSG00000078369 9832.73453592478 -0.0446419638537038 0.124342703032925 -0.35902359177348 0.754289891730571 0.99665357621598
ENSG00000178821 21.2946927023132 0.204240509722136 0.550520292694492 0.370995424569169 0.746373703017031 0.99647608723951
ENSG00000187730 24.9478553429451 0.155210248252244 0.544925256374194 0.284828508931623 0.803897331332119 0.999259918837096
ENSG00000067606 877.034573148795 0.342875906883257 0.196276167788553 1.74690544831013 0.127781526569487 0.940357039667176
ENSG00000162585 245.706920432469 -0.202037798165717 0.309764976709576 -0.652229313693975 0.569629444699744 0.985518127187361
ENSG00000157933 537.595780319481 -0.304347259104028 0.249843926312907 -1.21814952076466 0.288257248615727 0.965545197507145
ENSG00000116151 93.7762298633615 -0.128518114234129 0.282623485653031 -0.454732606305435 0.691791825819618 0.992701877947659
ENSG00000157916 626.691667952953 -0.0630560286211247 0.123040616753295 -0.512481408863191 0.655042169714469 0.989778449797695
ENSG00000157911 131.9432621974 -0.39414445762935 0.32955662189167 -1.19598403262827 0.297120069307034 0.965545197507145
ENSG00000149527 133.52606160666 -0.161136140328244 0.310090893292113 -0.519641639964094 0.650541052888504 0.989778449797695
ENSG00000157881 496.332446654207 -0.0524394252483228 0.170837023060386 -0.306955859502346 0.789009928635463 0.997772060640042
